Sample	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84
T007-B1BALCells-PBmiRNA1_S26_R1_001	31.2576046253	31.5053019791	31.5953042137	31.6447352993	31.6720179787	35.2689676218	35.2472437801	35.219658976	35.2301882172	35.2371270496	35.2236649159	35.1968736634	35.18187128	35.1738713577	35.1530941071	35.1151162689	35.0802241387	35.0123279915	34.9740001625	34.9263327943	34.8686295788	34.8446627155	34.8119660677	34.7731921451	34.7439113621	34.7171881504	34.6625264553	34.5952130826	34.4721305687	34.4083431209	34.3725792468	34.3309170384	34.2483494327	34.1450164505	34.0135734216	33.9624484811	33.8837744161	33.7981798088	33.7131031106	33.667792164	33.5864106267	33.5399193132	33.4611705694	33.3931494869	33.2663180178	33.2330332854	32.1096120776
T007-B1BALCells-PLmiRNA2_S27_R1_001	31.0936464011	31.4161250591	31.5468800418	31.6144335804	31.6490249302	35.2297347435	35.2128951302	35.1486037136	35.1867394328	35.1893582159	35.1763528848	35.1460831207	35.1183313357	35.1296759772	35.1035306106	35.0672750131	35.0355483035	34.9680522214	34.9342963577	34.8897879975	34.7910449815	34.7913499962	34.7665154068	34.7405713008	34.7210485329	34.6949203664	34.6431821754	34.5631733516	34.4370091633	34.3807775467	34.344519818	34.312222152	34.2249154965	34.1164383007	33.9811065149	33.9374585003	33.8585445135	33.7625992431	33.6916404427	33.6389664707	33.5627754762	33.5366573065	33.4437983237	33.3325202393	33.2233363917	33.2440779778	31.9875943063
T007-B2BCGBAL-PBmiRNA1_S2_R1_001	30.9879018468	31.3237137376	31.4502508511	31.5105990054	31.5471467292	35.0566924089	35.0333219805	34.9935597348	35.0116150978	35.0173498339	34.9931869561	34.9683920723	34.9419847817	34.9305718589	34.914675456	34.8668955112	34.8308534029	34.7437694033	34.6910192374	34.6456668046	34.5612183349	34.5477135307	34.5072829252	34.4702550152	34.4335027918	34.3976648925	34.330619762	34.2480282275	34.1372255811	34.0522837269	33.9736438028	33.9077759695	33.7964125738	33.6943333811	33.5503374525	33.4918875927	33.3922011841	33.3015216589	33.2131155414	33.1832914886	33.1162549831	33.0548108981	32.9438409188	32.8116704358	32.6913496974	32.6918676695	31.4738031782
T007-B2BCGBAL-PLmiRNA2_S3_R1_001	31.0396692386	31.3638809073	31.4840524282	31.5343189269	31.5697828281	35.0822188876	35.0605466843	35.0098744356	35.0399200634	35.0420560432	35.018114847	34.9871532514	34.9533801872	34.9531460606	34.9371865471	34.895172251	34.8627326432	34.7763589863	34.732800361	34.6819146698	34.5818059063	34.5764982334	34.5386983073	34.5119618035	34.4802608493	34.4445467847	34.380068561	34.2943627955	34.1880126392	34.1108189267	34.0289076157	33.9765871421	33.8604438472	33.7642004697	33.6133065257	33.5537572694	33.4651973077	33.3485472009	33.270527683	33.2414588917	33.187880296	33.1502180758	33.0315754936	32.8779342133	32.7756198888	32.8011584137	31.5384099396
T007-B2PPDBAL-PBmiRNA_S1_R1_001	31.0546778885	31.3658112631	31.4840303597	31.533159469	31.5638351087	35.0709207144	35.0487838504	35.000095117	35.0334515922	35.036775087	35.0140618747	34.9873870722	34.9534447654	34.9483994632	34.9346967026	34.8933915278	34.8590216021	34.7725614493	34.7303432062	34.6802374708	34.6085150371	34.5863373372	34.548493309	34.515914813	34.4783278867	34.4471503811	34.3815193682	34.3041560169	34.1964172538	34.116089598	34.0366365451	33.9730722458	33.8668207779	33.7725742908	33.6298089958	33.5674788346	33.4794889018	33.3833294349	33.2925924673	33.2663251711	33.2027177177	33.1484529729	33.036913731	32.9107244253	32.80482397	32.7939822759	31.5955790391
T007-B2SalBAL-PBmiRNA_S29_R1_001	31.2385665894	31.4776216064	31.5643617836	31.6125121955	31.6383748463	35.2216046121	35.1967305941	35.1731106222	35.1796179191	35.1876515004	35.1787148124	35.1486168702	35.1344311238	35.1295218265	35.1115515781	35.0759608101	35.0452107306	34.9761496191	34.9406615577	34.8968699164	34.8418472987	34.8166720927	34.7912135864	34.754766597	34.7295146118	34.7065543812	34.6545955635	34.5886569151	34.4688292507	34.4083030372	34.3755244735	34.3325734221	34.257133907	34.1557874496	34.0256681016	33.9799908724	33.9039396588	33.8170381444	33.7321966066	33.6942394532	33.6102286128	33.5657879962	33.48808822	33.4088195605	33.2956178153	33.2671294258	32.1726111354
T009-B1BALCells-PBmiRNA_S25_R1_001	31.0831151811	31.4066121287	31.5345136185	31.603144266	31.6407311295	35.2245527463	35.1992581723	35.1819786579	35.1751898674	35.1881808204	35.1802498437	35.155866184	35.1479214683	35.1307533551	35.1097677064	35.0702739551	35.0301306989	34.9567152765	34.9149288755	34.8590163512	34.804708685	34.7752238421	34.7334555272	34.6863023233	34.6525726254	34.6259408545	34.563520063	34.5008884502	34.3710881874	34.303460123	34.2614505925	34.2085253142	34.1273426182	34.0208679845	33.8873028855	33.8292030613	33.7423700609	33.6642690616	33.5761667608	33.5238416778	33.4471113674	33.3967980053	33.309995111	33.2411176231	33.1091301363	33.0725909363	32.0232990807
T009-B2BCGBAL-PBmiRNA_S7_R1_001	31.2006431384	31.4785074793	31.566573802	31.6233155325	31.6503983656	35.2444438536	35.225140079	35.2041877486	35.1998776748	35.2117981556	35.2004481099	35.1717117865	35.1576034572	35.1420492096	35.1226140664	35.0793608243	35.0337049133	34.9586539159	34.91324411	34.8540061199	34.7709740605	34.7563163332	34.7082781733	34.6644532778	34.6404453791	34.5969475275	34.5359097663	34.4611778609	34.3258035855	34.2632041497	34.2266819745	34.177269816	34.0932030143	33.9822495444	33.8456768489	33.7930154309	33.69225373	33.5925132131	33.5260567595	33.4655662486	33.3995941904	33.3652480433	33.2747948606	33.1904312445	33.0687097727	33.0577357696	31.930053838
T009-B2PPDBAL-PBmiRNA_S28_R1_001	31.261874025	31.5077746119	31.5919697788	31.6372510531	31.6617693597	35.2548195196	35.2298160641	35.2100757105	35.2189854424	35.2277801593	35.2140009923	35.1879644221	35.1746243276	35.1630607561	35.1474861608	35.1118776112	35.0802504212	35.0168533825	34.9823962484	34.9372926843	34.8958364884	34.8637575516	34.8339730008	34.795518813	34.7644007657	34.7435382646	34.6900724363	34.6291215816	34.5105390421	34.4525647436	34.4127047542	34.3675538126	34.2918109429	34.1922821838	34.0622467268	34.0094076182	33.9331343	33.8553672397	33.7684686921	33.7258185085	33.6460184481	33.5987555366	33.5149129546	33.4551046201	33.3299585677	33.2816898504	32.2087868276
T009-B2SalBAL-PBmiRNA_S6_R1_001	31.1458026278	31.4450149486	31.5530472007	31.6196444368	31.653155452	35.2422714219	35.2199000017	35.2008189558	35.1910946401	35.2044855034	35.1955972077	35.1694158684	35.1615874217	35.1479729794	35.1297121629	35.091179834	35.0509773348	34.9794881465	34.9381252036	34.8817989914	34.8013452723	34.7915664255	34.7501123844	34.7109425165	34.6910509463	34.6570655328	34.5927237332	34.5229347232	34.3901440373	34.331357403	34.2948289837	34.2418374204	34.1638284589	34.0456173784	33.9151986594	33.8654672404	33.7619875426	33.6683906582	33.5998363441	33.5358651745	33.4674062651	33.4252544616	33.3338502333	33.2532659632	33.1341782801	33.1279767641	32.0095533757
T010-B1BALRNA-PBmiRNA_S9_R1_001	31.0941739187	31.37975239	31.4903187259	31.5427472873	31.5729005425	35.0878453812	35.0633047017	35.0395978781	35.0469513795	35.0524933178	35.0330345646	35.011410031	34.9921233407	34.9727555762	34.9618671509	34.9165567892	34.8792634799	34.7950624589	34.7466319661	34.6978248463	34.63943487	34.6093189211	34.5658935286	34.5278336746	34.4816666598	34.4510556053	34.3813309867	34.3093261343	34.2027457478	34.1149360376	34.035973077	33.9672556668	33.8609100466	33.7586259466	33.6196893317	33.5565859745	33.4648965564	33.3783065359	33.2828457893	33.2575661408	33.1873740125	33.1221988469	33.016258178	32.9140652452	32.7879736332	32.758833947	31.6199165261
T011-B1BALCells-PBmiRNA_S4_R1_001	31.1517301064	31.4600272054	31.5612596588	31.6289151144	31.6569522123	35.2538487513	35.2316598521	35.204307971	35.2027363456	35.2131809815	35.2064035688	35.1832780897	35.1726583736	35.1680749209	35.1485853638	35.111127239	35.0746628346	35.0045123725	34.9680392041	34.919867354	34.8239072986	34.82384985	34.7883774849	34.7589281121	34.7454763076	34.7104592603	34.6494663456	34.5808732318	34.4596695619	34.4049328329	34.3653766002	34.3259193285	34.2538950366	34.1352489457	34.0000502794	33.9566093631	33.8506697692	33.7454422067	33.6896446066	33.6319597648	33.5815722342	33.5517208502	33.4579996717	33.3493058566	33.2459526426	33.2602216775	32.1307260261
T011-B2BCGBAL-PBmiRNA_S22_R1_001	31.1331786814	31.4348331817	31.54477464	31.60953796	31.6449175463	35.2303419563	35.2117995691	35.1912861843	35.1896151943	35.2018125716	35.1943418282	35.1702603853	35.1624323954	35.1512823719	35.1327772218	35.0952287074	35.0609151034	34.9934457985	34.955867724	34.9065563555	34.8461004808	34.8280216443	34.7961811182	34.7574804873	34.7346113877	34.7088282132	34.6557099701	34.5924437422	34.4704900774	34.4114385667	34.3757655006	34.3281904461	34.255418412	34.1526541791	34.0255084608	33.9786613544	33.8898088162	33.8116438703	33.7366381563	33.6867700778	33.6137850514	33.5679652191	33.486569889	33.4095752453	33.289569342	33.2708680511	32.1976693396
T011-B2BCGBAL-PBmiRNA_S5_R1_001	31.0006226749	31.3698125236	31.5014832731	31.5795471983	31.623875984	35.1906185114	35.1675132314	35.1504523176	35.1383348858	35.1527702738	35.1477336062	35.1202557141	35.1168030332	35.0981522775	35.0791656557	35.036762286	34.994943036	34.916722956	34.871933076	34.8141954566	34.7517351248	34.7235651355	34.6794666094	34.6289997086	34.601568594	34.5664332885	34.5045399872	34.4374622846	34.3036127699	34.2399782551	34.1964214826	34.1391328435	34.0626772516	33.9476238348	33.8125916438	33.7529476897	33.6578073432	33.5698400997	33.4854774496	33.4329629199	33.3580882344	33.3053419104	33.2204241667	33.1484809761	33.0180573119	32.9770568407	31.9381816466
T011-B2PPDBAL-PBmiRNA1_S23_R1_001	31.2466909533	31.4872228464	31.5791023206	31.6300802076	31.6564466149	35.2437085656	35.2276721038	35.1934386192	35.2099677547	35.2175669251	35.2009222541	35.1731049055	35.1537776741	35.1516369476	35.1339116794	35.0968653421	35.0676152577	35.0032976916	34.9702082647	34.9237519201	34.8574847313	34.8400741258	34.8142597329	34.7827347299	34.7601608521	34.7344655486	34.6861586091	34.6131520273	34.490453992	34.4369906555	34.4003577804	34.3613950882	34.2834473772	34.1806349032	34.0501000223	34.0011268496	33.9264824711	33.8420380269	33.7652267473	33.7184264421	33.6396377187	33.6069665697	33.5176282756	33.4322469823	33.3156445213	33.300152885	32.1519537099
T011-B2PPDBAL-PLmiRNA2_S24_R1_001	31.2311592146	31.4958073231	31.5831164942	31.6364733287	31.6674947993	35.266840965	35.2503769164	35.2351266146	35.234130493	35.2464022059	35.238915462	35.2149140554	35.2071851517	35.1927042431	35.1756311913	35.1385746403	35.1031149545	35.0363492027	34.9966898811	34.9491863185	34.8949698052	34.8704934521	34.8359710307	34.7902312316	34.7633172744	34.7325961748	34.6794408879	34.6160998898	34.4921294788	34.4367801308	34.3967801805	34.3483947076	34.2759778463	34.1709508887	34.045219118	33.985084539	33.8991728035	33.8193142181	33.7371955762	33.6919587783	33.6174485663	33.5695088614	33.4884819275	33.424772118	33.2991777572	33.2484636692	32.2100741619
T012-BALRNA-PBmiRNA_S8_R1_001	31.0869972928	31.3611653446	31.4693207481	31.5222400693	31.5492577704	35.0467019512	35.0199300126	34.9953541553	35.0051864595	35.0103569568	34.9900975009	34.9656022436	34.9451766636	34.9268675015	34.9181807892	34.8721092399	34.8360241438	34.7478052325	34.7023512836	34.6526470286	34.5970386062	34.5647432984	34.5260731035	34.4889145739	34.4424849997	34.415356663	34.3462906501	34.2732763069	34.1636374846	34.0780400287	33.9976764903	33.9296638141	33.823600901	33.7227979863	33.5835196641	33.5206048312	33.4268687038	33.3412666925	33.2470959246	33.2202179013	33.1510265883	33.0840138545	32.9737455659	32.8740451923	32.7502434095	32.7181557083	31.5769884933
T013-B1BALCells-PBmiRNA_S4_R1_001	31.0687405092	31.3682149759	31.4762064	31.5260742412	31.5625089903	35.0719293816	35.051258791	35.0256383047	35.0323982424	35.0397073459	35.0230473014	35.0018636612	34.9815445279	34.9619933847	34.9515665149	34.9063533932	34.8670920854	34.7800807556	34.7338344594	34.6830221064	34.62024342	34.5906094395	34.5510237494	34.5102137254	34.4692226612	34.436922835	34.3703526246	34.2930545116	34.1868668712	34.0994085197	34.0244462728	33.9539514156	33.850740617	33.7440217088	33.6092005339	33.5491688148	33.4523870336	33.3671466666	33.2754892112	33.2452139966	33.1743468702	33.1079747114	32.994847587	32.8906601558	32.7647177363	32.7382357768	31.6137042708
T013-B2BCGBAL-PBmiRNA_S7_R1_001	31.1295366329	31.4041539097	31.5022650045	31.5506218121	31.5768328264	35.0920430248	35.0657576477	35.0446474677	35.0525674747	35.0587537923	35.0364123081	35.0125941552	34.9922306278	34.9725583362	34.9638916666	34.9186778778	34.8835939795	34.7994304109	34.7539355568	34.706108341	34.6528443361	34.6194510242	34.5792000168	34.5421660069	34.4967693778	34.4700963065	34.3999709142	34.3276667007	34.2229796839	34.1359436532	34.0584945418	33.9891881856	33.8860484489	33.7851467464	33.645637694	33.5828186179	33.4936386094	33.4061052393	33.31065374	33.2889737497	33.2173503918	33.1510679921	33.0413634142	32.9417645071	32.8246463936	32.7854394186	31.6478066797
T013-B2PPDBAL-PBmiRNA_S6_R1_001	31.0901948653	31.3593802881	31.4567402504	31.5116378414	31.5395106113	35.0275082863	35.012742799	34.9905754673	35.0135404758	35.0210479775	34.9957444923	34.9706110832	34.9401872446	34.9233170007	34.9092979918	34.8583383962	34.8235819933	34.7366568183	34.6836272122	34.6330190757	34.5692425937	34.5373396438	34.494726298	34.4527532771	34.4072150185	34.374552487	34.311138476	34.2304161184	34.1216087414	34.0387945018	33.9536874461	33.8881431601	33.7826014087	33.6787877035	33.5384443533	33.4710617936	33.3733066231	33.2885236665	33.1918606663	33.1587937087	33.0849643467	33.0225784864	32.9054073827	32.8001100449	32.6657460317	32.6325583348	31.4776539519
T013-B2SalBAL-PBmiRNA_S5_R1_001	30.9777321402	31.3308595228	31.4590064497	31.5139072818	31.5537499628	35.0619154151	35.0353054339	34.9900767922	35.0157298811	35.0135805523	34.9937718794	34.9710583165	34.9365474777	34.9327726241	34.9142759853	34.8625708146	34.8292809769	34.7370916422	34.6917495117	34.6449863337	34.5413919303	34.5196577776	34.4909900085	34.4624190568	34.4355873556	34.3984189091	34.3309528167	34.2256461451	34.1240886846	34.0393478911	33.9700220192	33.9050233743	33.7940710485	33.6777138618	33.5385912955	33.4932198114	33.3868387368	33.277249059	33.1895590141	33.1588139675	33.0920996017	33.0341409423	32.901222749	32.7393036791	32.6251651311	32.6590011238	31.4261336829
T014-B1BALCells-PLmiRNA2_S28_R1_001	31.2164283561	31.4543103728	31.5285721593	31.5730488838	31.5984772065	35.1298523145	35.1165569706	35.0995248886	35.1042113175	35.1226304606	35.1045782518	35.0840250086	35.0648644608	35.0480694221	35.0342811405	34.9757728093	34.942192979	34.862602994	34.8169685005	34.7746993956	34.7201011251	34.6841699834	34.6420521689	34.5994954468	34.5598629017	34.5212996569	34.4637301346	34.3862467713	34.2843447586	34.202574372	34.1305254942	34.0685226413	33.9767327082	33.874595604	33.7445383205	33.6720086426	33.5731793896	33.4849844136	33.3924101494	33.3700596103	33.3065228725	33.2360301482	33.1315820198	33.0443222384	32.9128523844	32.8717410185	31.753850662
T014-B1BALRNA-PBmiRNA1_S27_R1_001	31.1551658371	31.407964825	31.4968307027	31.5464522545	31.5822505253	35.1124724846	35.0950646549	35.0687685356	35.0674847063	35.0763950891	35.0553047805	35.0359041556	35.0186927215	35.0033296699	34.9906348395	34.9295940925	34.897326735	34.8147715244	34.7731332907	34.7291619023	34.6411285409	34.6163253273	34.5786961604	34.5501433151	34.524934625	34.4817752453	34.4241669198	34.3323297056	34.235233092	34.1481451888	34.077593268	34.0292537044	33.940229298	33.8241847621	33.6781328782	33.625399717	33.5224925004	33.4211369983	33.3390656108	33.3173150376	33.2575907037	33.2008646112	33.0832618859	32.9442069798	32.8509039884	32.8747967417	31.6800809674
T014-B2BCGBAL-PBmiRNA1_S3_R1_001	30.9520155481	31.2410510742	31.3419102001	31.3983821527	31.4375964462	34.8552807617	34.8270672695	34.7762289374	34.798651973	34.8111344167	34.7950233261	34.7726104029	34.7340036395	34.7260171077	34.7008482726	34.6135969468	34.57310041	34.4702586401	34.4259741841	34.3850412797	34.3123305976	34.2603258824	34.2293545746	34.1864025633	34.1425392481	34.0937498543	34.0259483063	33.9074447225	33.7993379889	33.6983662308	33.6046296407	33.5287169195	33.4558003922	33.334988702	33.2031073996	33.1678094954	33.0404570192	32.9186882382	32.8737695086	32.8405071358	32.7547717588	32.6497096184	32.554313854	32.4268379234	32.351350345	32.35583518	31.0536877274
T014-B2BCGBAL-PLmiRNA2_S4_R1_001	31.0102791562	31.2744868429	31.3630151883	31.4040645072	31.4393494562	34.8341102229	34.8129750145	34.7899597691	34.8001678324	34.8215020971	34.8044448972	34.7780715147	34.7478607562	34.7257523947	34.7017880884	34.6223905469	34.5776546097	34.4727396263	34.4307176975	34.3767520023	34.329450691	34.2709106056	34.2261443961	34.1702249996	34.1173729173	34.0673468165	33.9972984898	33.9023313123	33.784610363	33.6845176469	33.5819822337	33.5052357405	33.4110907208	33.2974449183	33.1703078391	33.1115577378	32.9925078523	32.8693016111	32.8051215875	32.7805584384	32.696940312	32.6018767635	32.5170171768	32.433654044	32.3297298732	32.2700552182	31.0338551569
T014-B2PPDBAL-PBmiRNA1_S1_R1_001	30.947332347	31.2606236292	31.3657166317	31.418256081	31.4496597556	34.8661729499	34.845468144	34.8031075749	34.8133377204	34.8247897506	34.8080027122	34.7867256673	34.7572461988	34.7470151563	34.723250979	34.6454197372	34.6042987876	34.5036914629	34.4721303203	34.4215952068	34.3382973043	34.3014983403	34.2594261724	34.2198826424	34.1854273494	34.1386886366	34.0705321567	33.9721646246	33.8637117181	33.765650645	33.6617825217	33.608563562	33.5215088306	33.4055302669	33.2639096194	33.2206335188	33.1016814354	32.9609746082	32.9151757908	32.8945278938	32.835271464	32.7609550915	32.6654938144	32.5280410478	32.4613376686	32.4598252957	31.1735494955
T014-B2PPDBAL-PLmiRNA2_S2_R1_001	31.0043605412	31.26393904	31.3511699775	31.4007163535	31.4283620483	34.8143444005	34.7938371155	34.7689769694	34.7743769302	34.7937936801	34.7731963872	34.7475467171	34.7184522285	34.6982359752	34.6763353945	34.6027399137	34.5609528635	34.4560743984	34.4193492301	34.3665938699	34.3074728118	34.257594947	34.2150787042	34.1663184566	34.1173010565	34.0717869567	34.0034788535	33.9086693476	33.7931070362	33.6960108427	33.5917602307	33.5245485948	33.4289701122	33.313236733	33.18554922	33.1282699916	33.0165282455	32.8836467541	32.8191682034	32.8007682459	32.7243841693	32.6464635812	32.5524287694	32.4514716994	32.3573865987	32.3108414615	31.0538933039
T014-B2SalBAL-PBmiRNA_S29_R1_001	31.0989847903	31.3644853228	31.4598723503	31.5153060199	31.5533131095	35.056486688	35.0371397818	35.0134913037	35.0225721406	35.0371256541	35.0217951067	35.000134191	34.9798152546	34.9642630255	34.9502764437	34.8909482786	34.8560042894	34.770504805	34.722035857	34.6807771607	34.621332882	34.579375641	34.5403498673	34.498186115	34.4567184968	34.4178968509	34.3577727112	34.276153773	34.1700384119	34.0825929398	34.0080376914	33.9420005949	33.8539066394	33.7441825021	33.6071220338	33.5394600305	33.4355707584	33.3513580828	33.2582483353	33.2345198377	33.1670891546	33.0876404962	32.9774367425	32.8728231488	32.7546274028	32.723509544	31.6111338995
T015-B1BALCells-PBmiRNA_S18_R1_001	31.1628914402	31.4215702024	31.513369476	31.5582642067	31.5830241454	35.1099874815	35.0824164288	35.0548674973	35.0745321776	35.0774309069	35.0593051866	35.0369129103	35.0080024063	34.9946995469	34.9865902497	34.9353586158	34.902164484	34.8217022869	34.778373315	34.7323897656	34.683832279	34.6395536949	34.6068806043	34.5706636514	34.531962451	34.5025078604	34.4399672886	34.356443224	34.2540810348	34.1711687611	34.1033085354	34.0351868259	33.9376168888	33.8300349506	33.697920139	33.6395867691	33.5528344648	33.4742414885	33.3754073245	33.3553624692	33.2778184281	33.2103498986	33.0911366344	32.9964653912	32.8669266159	32.8308315784	31.7100057338
T015-B2BCGBAL-PBmiRNA_S22_R1_001	30.9584147517	31.2974446786	31.4102635605	31.4757363805	31.5214202335	35.015979634	34.9919068033	34.9678101926	34.9714397543	34.9805452551	34.9669842076	34.9460599874	34.9295681357	34.9080225679	34.8963623907	34.841059366	34.8035166438	34.7165580828	34.6657436402	34.6186663442	34.5656539305	34.5239070734	34.4778150761	34.4316928362	34.3856092558	34.3486829479	34.2816431293	34.202765469	34.0919230667	33.9969596182	33.9159185283	33.8432641799	33.7477200096	33.6385123522	33.4939848521	33.4248819083	33.3191479753	33.2355913694	33.1395277741	33.1105301789	33.0435710018	32.9584422911	32.849890314	32.753992631	32.6240001915	32.5799014629	31.4763818121
